DEPT,CNPOR,GR,RHOB,DT,MELCAL,SPOR,Vsh
1211.50,28.80,81.92,2.45,100.51,8.74,37.42,0.22
1212.00,29.33,81.89,2.44,101.10,8.74,37.84,0.22
1212.50,29.69,83.46,2.43,102.34,8.74,38.71,0.23
1213.00,28.23,83.14,2.43,103.67,8.71,39.66,0.23
1213.50,26.29,85.15,2.43,104.51,8.63,40.25,0.23
1214.00,25.55,89.09,2.45,104.66,8.55,40.36,0.25
1214.50,26.00,95.49,2.48,104.22,8.51,40.05,0.26
1215.00,27.34,93.20,2.49,103.29,8.51,39.38,0.26
1215.50,27.74,84.68,2.49,102.06,8.51,38.51,0.23
1216.00,25.94,78.28,2.48,101.03,8.51,37.78,0.21
1216.50,23.79,79.33,2.48,100.67,8.51,37.53,0.22
1217.00,22.89,82.89,2.48,101.12,8.51,37.85,0.23
1217.50,23.31,84.75,2.48,101.97,8.51,38.45,0.23
1218.00,25.21,90.48,2.48,102.44,8.51,38.78,0.25
1218.50,27.97,89.56,2.49,101.91,8.51,38.41,0.25
1219.00,29.47,78.43,2.51,100.60,8.51,37.48,0.21
1219.50,28.04,71.36,2.54,99.62,8.51,36.79,0.19
1220.00,25.72,72.67,2.58,99.82,8.51,36.93,0.20
1220.50,25.30,75.62,2.60,100.60,8.50,37.48,0.21
1221.00,25.71,79.61,2.59,100.40,8.49,37.34,0.22
1221.50,25.16,77.52,2.56,98.76,8.46,36.18,0.21
1222.00,25.55,81.60,2.52,97.02,8.45,34.95,0.22
1222.50,28.02,92.18,2.50,96.69,8.45,34.72,0.25
1223.00,29.81,100.62,2.50,97.74,8.45,35.46,0.28
1223.50,29.23,93.97,2.49,98.92,8.45,36.29,0.26
1224.00,27.27,89.73,2.48,99.15,8.45,36.46,0.25
1224.50,24.94,98.71,2.50,98.22,8.45,35.80,0.27
1225.00,22.94,96.22,2.55,96.38,8.44,34.50,0.27
1225.50,21.03,79.74,2.60,93.91,8.43,32.75,0.22
1226.00,19.60,59.00,2.65,91.44,8.42,31.00,0.16
1226.50,19.78,52.28,2.68,90.26,8.41,30.17,0.14
1227.00,21.23,59.60,2.68,91.12,8.42,30.78,0.16
1227.50,22.46,64.49,2.67,93.05,8.42,32.14,0.17
1228.00,23.33,66.61,2.67,94.45,8.42,33.13,0.18
1228.50,23.67,67.37,2.67,94.89,8.43,33.45,0.18
1229.00,22.23,68.85,2.66,94.50,8.42,33.17,0.19
1229.50,20.33,66.80,2.62,93.37,8.42,32.37,0.18
1230.00,20.26,61.99,2.57,92.71,8.42,31.90,0.17
1230.50,21.77,64.36,2.52,94.27,8.42,33.00,0.17
1231.00,23.62,73.86,2.49,98.53,8.42,36.02,0.20
1231.50,25.01,82.66,2.49,104.74,8.42,40.41,0.23
1232.00,25.30,88.91,2.52,110.39,8.42,44.41,0.24
1232.50,24.52,83.81,2.56,111.73,8.42,45.35,0.23
1233.00,23.13,75.01,2.58,107.87,8.42,42.62,0.20
1233.50,21.64,70.19,2.59,102.13,8.42,38.57,0.19
1234.00,20.98,65.44,2.62,97.69,8.45,35.42,0.18
1234.50,21.20,65.88,2.62,94.85,8.50,33.42,0.18
1235.00,21.97,61.80,2.60,92.68,8.51,31.88,0.17
1235.50,23.29,64.06,2.57,90.76,8.51,30.52,0.17
1236.00,24.37,69.65,2.55,89.42,8.51,29.58,0.19
1236.50,24.55,72.22,2.56,88.97,8.50,29.26,0.20
1237.00,23.85,70.12,2.58,89.10,8.51,29.35,0.19
1237.50,22.32,71.98,2.60,89.40,8.53,29.56,0.20
1238.00,21.05,73.41,2.62,90.10,8.56,30.06,0.20
1238.50,21.29,72.66,2.64,91.79,8.56,31.25,0.20
1239.00,22.29,71.90,2.64,94.25,8.56,32.99,0.19
1239.50,22.78,67.61,2.63,95.93,8.56,34.18,0.18
1240.00,23.02,67.29,2.61,95.61,8.56,33.95,0.18
1240.50,23.64,71.97,2.61,94.20,8.56,32.95,0.20
1241.00,23.98,76.53,2.62,93.42,8.55,32.40,0.21
1241.50,23.65,72.81,2.63,93.52,8.49,32.48,0.20
1242.00,22.70,67.83,2.65,93.73,8.40,32.63,0.18
1242.50,21.29,63.31,2.65,93.98,8.39,32.80,0.17
1243.00,19.95,57.38,2.65,94.86,8.40,33.42,0.15
1243.50,19.79,62.19,2.66,96.10,8.44,34.30,0.17
1244.00,21.52,73.72,2.66,96.57,8.50,34.63,0.20
1244.50,23.65,76.55,2.64,95.77,8.56,34.07,0.21
1245.00,24.16,72.04,2.62,94.14,8.54,32.91,0.20
1245.50,23.78,67.47,2.61,92.35,8.38,31.65,0.18
1246.00,23.61,65.70,2.62,91.01,8.27,30.70,0.18
1246.50,22.63,58.61,2.62,90.22,8.25,30.14,0.16
1247.00,20.49,51.39,2.62,89.96,8.26,29.96,0.13
1247.50,19.29,58.66,2.62,90.57,8.28,30.39,0.16
1248.00,19.72,68.13,2.62,91.49,8.34,31.04,0.18
1248.50,20.34,65.64,2.61,91.66,8.39,31.16,0.18
1249.00,20.38,69.88,2.58,91.18,8.42,30.82,0.19
1249.50,20.26,73.10,2.52,90.90,8.43,30.62,0.20
1250.00,21.12,71.36,2.47,91.35,8.44,30.94,0.19
1250.50,22.99,73.38,2.46,92.46,8.43,31.72,0.20
1251.00,24.10,80.23,2.50,93.71,8.42,32.61,0.22
1251.50,23.63,81.85,2.54,94.31,8.42,33.03,0.22
1252.00,22.23,75.90,2.54,93.83,8.40,32.70,0.21
1252.50,20.42,70.53,2.52,92.96,8.38,32.08,0.19
1253.00,19.24,74.00,2.48,93.05,8.36,32.14,0.20
1253.50,19.57,77.01,2.47,94.51,8.36,33.18,0.21
1254.00,21.03,77.86,2.49,95.88,8.36,34.14,0.21
1254.50,22.99,77.01,2.55,95.44,8.36,33.83,0.21
1255.00,23.93,71.40,2.62,93.42,8.37,32.40,0.19
1255.50,22.41,64.43,2.68,91.46,8.37,31.02,0.17
1256.00,20.57,66.61,2.70,90.78,8.38,30.54,0.18
1256.50,19.92,72.41,2.70,91.26,8.44,30.88,0.20
1257.00,19.14,72.58,2.68,92.09,8.47,31.47,0.20
1257.50,18.57,72.40,2.66,92.98,8.48,32.10,0.20
1258.00,19.04,66.95,2.61,94.31,8.47,33.04,0.18
1258.50,20.48,64.42,2.55,96.61,8.46,34.66,0.17
1259.00,22.68,71.69,2.51,100.25,8.44,37.23,0.19
1259.50,24.62,82.61,2.51,104.43,8.43,40.19,0.23
1260.00,25.79,84.35,2.56,106.75,8.43,41.83,0.23
1260.50,25.41,78.18,2.62,105.55,8.43,40.98,0.21
1261.00,22.75,67.70,2.69,101.46,8.41,38.09,0.18
1261.50,19.41,56.31,2.75,96.20,8.37,34.37,0.15
1262.00,16.99,51.87,2.79,91.60,8.36,31.12,0.14
1262.50,15.81,45.51,2.79,89.38,8.36,29.55,0.12
1263.00,16.44,38.20,2.74,90.28,8.36,30.19,0.10
1263.50,18.86,44.09,2.67,93.62,8.37,32.54,0.11
1264.00,20.89,57.08,2.61,97.93,8.40,35.59,0.15
1264.50,21.18,62.84,2.58,102.02,8.46,38.49,0.17
1265.00,21.76,67.11,2.58,105.37,8.48,40.85,0.18
1265.50,24.14,73.01,2.58,108.32,8.49,42.94,0.20
1266.00,26.23,66.80,2.58,111.76,8.51,45.38,0.18
1266.50,25.62,62.74,2.54,115.67,8.55,48.14,0.17
1267.00,24.51,67.41,2.47,118.52,8.59,50.15,0.18
1267.50,26.13,76.48,2.41,118.95,8.60,50.46,0.21
1268.00,28.49,85.87,2.41,117.30,8.60,49.30,0.24
1268.50,28.10,88.91,2.46,114.68,8.60,47.44,0.24
1269.00,27.06,79.68,2.57,111.45,8.57,45.16,0.22
1269.50,27.81,65.54,2.65,107.88,8.52,42.63,0.18
1270.00,29.73,53.59,2.67,105.19,8.52,40.73,0.14
1270.50,31.15,49.81,2.62,104.44,8.55,40.20,0.13
1271.00,30.88,60.57,2.56,105.81,8.59,41.17,0.16
1271.50,28.28,74.64,2.55,109.05,8.59,43.46,0.20
1272.00,24.36,79.13,2.55,112.99,8.59,46.24,0.22
1272.50,23.01,79.26,2.54,116.25,8.62,48.55,0.22
1273.00,25.98,77.99,2.51,118.72,8.78,50.30,0.21
1273.50,30.14,76.71,2.48,121.47,8.99,52.24,0.21
1274.00,32.86,80.38,2.45,125.71,9.02,55.24,0.22
1274.50,33.73,83.72,2.43,131.50,9.02,59.33,0.23
1275.00,33.06,86.51,2.41,137.85,9.14,63.82,0.24
1280.50,25.43,85.79,2.47,139.67,9.20,65.11,0.24
1281.00,24.82,89.58,2.45,136.79,9.22,63.08,0.25
1281.50,25.92,93.87,2.43,132.61,9.23,60.12,0.26
1282.00,27.31,92.48,2.38,127.61,9.26,56.58,0.26
1282.50,26.63,95.53,2.34,123.90,9.35,53.96,0.26
1283.00,24.15,103.29,2.32,123.03,9.41,53.35,0.29
1283.50,23.84,98.18,2.34,124.27,9.58,54.22,0.27
1284.00,26.62,92.01,2.37,124.90,9.40,54.67,0.25
1284.50,29.40,91.85,2.41,121.93,9.12,52.56,0.25
1285.00,29.56,88.71,2.43,115.09,9.03,47.73,0.24
1285.50,28.01,84.79,2.44,107.62,9.03,42.45,0.23
1286.00,26.79,79.89,2.44,102.81,9.05,39.04,0.22
1286.50,25.44,79.25,2.43,101.33,9.06,38.00,0.22
1287.00,23.35,80.53,2.41,102.12,9.08,38.56,0.22
1287.50,22.75,85.03,2.37,104.10,9.15,39.96,0.23
1288.00,25.02,86.16,2.30,106.66,9.25,41.77,0.24
1288.50,29.65,82.84,2.20,109.69,9.47,43.91,0.23
1289.00,33.86,78.14,2.10,113.52,9.46,46.62,0.21
1289.50,34.87,74.08,2.08,117.82,10.17,49.66,0.20
1290.00,35.07,80.01,2.17,120.71,11.16,51.70,0.22
1290.50,36.02,86.47,2.29,120.20,10.26,51.34,0.24
1291.00,36.56,86.71,2.39,116.29,9.28,48.58,0.24
1291.50,35.23,83.08,2.43,111.42,8.95,45.13,0.23
1292.00,32.38,84.07,2.46,108.61,8.83,43.15,0.23
1292.50,30.02,82.55,2.49,108.58,8.76,43.12,0.23
1293.00,28.57,79.79,2.50,109.72,8.73,43.93,0.22
1293.50,27.74,79.97,2.49,110.69,8.74,44.62,0.22
1294.00,27.11,82.97,2.46,111.53,8.74,45.21,0.23
1294.50,26.52,83.38,2.44,113.40,8.77,46.53,0.23
1295.00,25.58,89.46,2.44,117.94,8.80,49.75,0.25
1295.50,24.45,92.02,2.45,125.82,8.82,55.32,0.25
1296.00,24.57,92.40,2.46,135.74,8.83,62.33,0.26
1299.00,31.19,95.36,2.41,135.94,8.18,62.48,0.26
1299.50,34.99,91.58,2.40,136.56,7.93,62.91,0.25
1300.00,36.81,92.31,2.39,139.68,8.29,65.12,0.25
1301.50,26.43,96.53,2.39,138.49,8.65,64.28,0.27
1302.00,26.71,93.82,2.42,134.13,8.63,61.19,0.26
1302.50,27.55,90.78,2.48,128.42,8.61,57.15,0.25
1303.00,25.85,84.87,2.53,121.48,8.56,52.25,0.23
1303.50,23.11,76.60,2.55,114.39,8.50,47.24,0.21
1304.00,21.48,76.55,2.54,108.94,8.48,43.38,0.21
1304.50,22.44,80.09,2.54,106.31,8.49,41.52,0.22
1305.00,25.94,82.55,2.55,105.88,8.49,41.22,0.23
1305.50,29.43,82.81,2.55,105.78,8.50,41.15,0.23
1306.00,30.32,78.35,2.52,105.16,8.52,40.71,0.21
1306.50,28.81,79.62,2.48,104.69,8.56,40.38,0.22
1307.00,27.58,90.87,2.45,105.03,8.64,40.62,0.25
1307.50,28.02,92.88,2.45,106.16,8.66,41.41,0.26
1308.00,28.83,85.40,2.46,107.94,8.66,42.67,0.23
1308.50,29.02,85.33,2.47,110.48,8.65,44.47,0.23
1309.00,28.35,88.90,2.48,113.49,8.64,46.60,0.24
1309.50,27.07,85.14,2.48,115.75,8.65,48.20,0.23
1310.00,26.43,82.20,2.46,116.09,8.65,48.44,0.23
1310.50,26.70,87.80,2.45,114.45,8.65,47.28,0.24
1311.00,26.70,85.55,2.46,111.50,8.65,45.19,0.24
1311.50,25.57,79.57,2.49,108.15,8.65,42.82,0.22
1312.00,23.90,81.60,2.50,105.22,8.65,40.75,0.22
1312.50,22.70,79.42,2.49,102.99,8.65,39.17,0.22
1313.00,21.62,80.07,2.48,101.52,8.67,38.14,0.22
1313.50,20.47,80.35,2.48,101.27,8.70,37.96,0.22
1314.00,21.35,77.17,2.51,102.66,8.70,38.94,0.21
1314.50,25.44,76.49,2.54,105.18,8.70,40.72,0.21
1315.00,30.40,71.41,2.54,107.38,8.70,42.28,0.19
1315.50,32.38,70.23,2.53,108.35,8.67,42.96,0.19
1316.00,30.19,70.12,2.51,108.33,8.66,42.95,0.19
1316.50,26.66,73.84,2.48,107.48,8.69,42.34,0.20
1317.00,23.97,77.24,2.44,105.55,8.70,40.98,0.21
1317.50,22.79,76.18,2.42,102.91,8.70,39.11,0.21
1318.00,23.37,73.18,2.42,100.66,8.70,37.53,0.20
1318.50,24.61,69.25,2.42,99.67,8.71,36.82,0.19
1319.00,25.21,67.90,2.44,99.71,8.71,36.85,0.18
1319.50,24.57,64.17,2.46,99.69,8.68,36.84,0.17
1320.00,23.22,61.91,2.46,98.46,8.65,35.97,0.17
1320.50,22.44,63.41,2.45,96.40,8.65,34.51,0.17
1321.00,23.07,65.47,2.44,95.29,8.65,33.73,0.18
1321.50,24.47,68.43,2.45,96.13,8.65,34.32,0.18
1322.00,25.55,76.25,2.48,98.23,8.64,35.81,0.21
1322.50,26.32,84.35,2.53,100.14,8.65,37.16,0.23
1323.00,26.78,84.05,2.58,100.65,8.65,37.52,0.23
1323.50,26.61,76.66,2.60,99.36,8.65,36.61,0.21
1324.00,25.72,75.34,2.59,97.09,8.65,35.00,0.21
1324.50,24.50,69.25,2.57,95.49,8.65,33.87,0.19
1325.00,24.25,69.80,2.56,95.75,8.66,34.06,0.19
1325.50,25.50,82.52,2.56,97.49,8.69,35.28,0.23
1326.00,26.33,87.66,2.54,99.53,8.71,36.73,0.24
1326.50,26.03,85.53,2.49,101.34,8.70,38.00,0.24
1327.00,26.06,89.54,2.45,102.88,8.70,39.10,0.25
1327.50,26.92,92.05,2.44,104.08,8.70,39.94,0.25
1328.00,27.29,86.86,2.46,104.62,8.71,40.33,0.24
1328.50,26.68,80.78,2.50,104.19,8.70,40.02,0.22
1329.00,25.52,85.13,2.54,103.12,8.70,39.27,0.23
1329.50,23.38,84.06,2.54,102.61,8.71,38.90,0.23
1330.00,21.44,74.81,2.51,103.66,8.73,39.65,0.20
1330.50,22.54,70.64,2.46,106.15,8.75,41.40,0.19
1331.00,26.52,75.77,2.44,108.88,8.75,43.34,0.21
1331.50,29.49,82.51,2.46,110.28,8.75,44.33,0.23
1332.00,27.96,77.77,2.52,109.34,8.72,43.67,0.21
1332.50,24.77,69.13,2.58,106.45,8.65,41.62,0.19
1333.00,24.85,65.30,2.62,102.99,8.62,39.17,0.18
1333.50,27.29,62.29,2.61,100.52,8.63,37.42,0.17
1334.00,27.91,59.72,2.56,100.00,8.65,37.06,0.16
1334.50,27.00,60.21,2.48,101.47,8.66,38.10,0.16
1335.00,27.79,62.41,2.41,104.32,8.70,40.11,0.17
1335.50,30.15,70.46,2.36,107.36,8.97,42.26,0.19
1336.00,31.19,76.03,2.36,109.02,9.26,43.44,0.21
1336.50,30.48,75.90,2.38,108.64,8.77,43.17,0.21
1337.00,29.64,77.45,2.42,106.99,8.68,42.00,0.21
1337.50,28.97,80.86,2.45,105.24,8.71,40.76,0.22
1338.00,27.55,77.06,2.47,103.90,8.70,39.82,0.21
1338.50,25.26,71.55,2.48,102.73,8.59,38.99,0.19
1339.00,24.45,75.81,2.48,101.16,8.56,37.88,0.21
1339.50,26.77,88.06,2.49,99.18,8.56,36.48,0.24
1340.00,29.85,85.74,2.49,97.51,8.56,35.30,0.24
1340.50,29.75,80.59,2.48,97.03,8.56,34.96,0.22
1341.00,25.81,78.97,2.47,98.04,8.57,35.67,0.22
1341.50,22.66,80.66,2.48,100.09,8.58,37.12,0.22
1342.00,24.05,78.74,2.49,102.30,8.59,38.69,0.22
1342.50,26.96,67.69,2.48,103.92,8.59,39.83,0.18
1343.00,28.49,63.76,2.46,104.62,8.59,40.32,0.17
1343.50,29.21,68.02,2.43,104.56,8.59,40.28,0.18
1344.00,27.90,78.98,2.41,104.10,8.59,39.96,0.22
1344.50,24.18,85.19,2.41,103.51,8.59,39.54,0.23
1345.00,21.24,85.89,2.41,102.89,8.59,39.11,0.24
1345.50,20.94,79.43,2.42,102.25,8.59,38.65,0.22
1346.00,22.38,76.30,2.43,101.51,8.58,38.13,0.21
1346.50,24.15,74.98,2.46,100.53,8.55,37.43,0.20
1347.00,24.93,69.14,2.50,98.99,8.51,36.35,0.19
1347.50,23.66,64.54,2.57,96.63,8.45,34.67,0.17
1348.00,21.59,63.53,2.62,93.42,8.38,32.40,0.17
1348.50,20.66,59.91,2.65,89.88,8.34,29.90,0.16
1349.00,21.35,59.91,2.63,87.18,8.34,27.99,0.16
1349.50,22.76,62.77,2.59,86.47,8.34,27.49,0.17
1350.00,23.39,70.09,2.55,87.95,8.34,28.54,0.19
1350.50,23.40,80.17,2.53,90.75,8.34,30.52,0.22
1351.00,24.14,79.85,2.52,93.61,8.34,32.54,0.22
1351.50,25.91,81.36,2.52,95.60,8.33,33.94,0.22
1352.00,27.67,83.35,2.54,96.26,8.33,34.41,0.23
1352.50,28.08,74.99,2.58,95.57,8.32,33.93,0.20
1353.00,26.78,62.65,2.60,93.71,8.31,32.61,0.17
1353.50,24.94,60.25,2.60,91.19,8.31,30.83,0.16
1354.00,23.47,61.76,2.58,89.01,8.31,29.29,0.17
1354.50,22.49,63.89,2.56,88.15,8.31,28.68,0.17
1355.00,22.06,68.95,2.55,88.91,8.33,29.21,0.19
1355.50,22.64,73.03,2.52,90.88,8.35,30.61,0.20
1356.00,24.57,76.38,2.50,93.27,8.36,32.30,0.21
1356.50,26.50,80.27,2.50,95.33,8.37,33.76,0.22
1357.00,26.71,72.99,2.52,96.76,8.37,34.76,0.20
1357.50,25.75,74.19,2.54,97.62,8.37,35.38,0.20
1358.00,24.81,79.28,2.57,98.26,8.37,35.83,0.22
1358.50,23.52,80.50,2.58,99.06,8.38,36.39,0.22
1359.00,22.25,79.03,2.58,100.19,8.39,37.19,0.22
1359.50,22.54,82.79,2.54,101.60,8.39,38.19,0.23
1360.00,24.10,87.29,2.51,103.30,8.39,39.39,0.24
1360.50,24.49,91.49,2.50,105.37,8.40,40.86,0.25
1361.00,23.15,92.44,2.52,107.31,8.39,42.23,0.26
1361.50,21.85,89.37,2.55,108.00,8.39,42.71,0.25
1362.00,21.03,91.68,2.57,106.86,8.40,41.91,0.25
1362.50,20.45,81.67,2.60,104.70,8.39,40.38,0.22
1363.00,20.22,63.42,2.62,102.49,8.37,38.82,0.17
1363.50,19.92,52.29,2.64,100.26,8.36,37.24,0.14
1364.00,19.50,46.26,2.64,98.05,8.37,35.68,0.12
1364.50,20.61,51.72,2.61,96.67,8.40,34.71,0.14
1365.00,23.38,57.45,2.56,97.01,8.50,34.94,0.15
1365.50,24.43,63.86,2.50,99.10,8.63,36.42,0.17
1366.00,24.48,75.38,2.46,102.02,8.67,38.49,0.21
1366.50,27.43,82.15,2.43,104.58,8.67,40.29,0.23
1367.00,32.28,88.98,2.41,106.02,8.66,41.31,0.25
1367.50,34.75,94.06,2.40,106.18,8.65,41.43,0.26
1368.00,34.08,86.92,2.42,105.31,8.65,40.81,0.24
1368.50,32.29,74.68,2.45,103.62,8.65,39.62,0.20
1369.00,30.40,67.28,2.50,101.22,8.65,37.92,0.18
1369.50,28.07,64.54,2.55,98.50,8.64,36.00,0.17
1370.00,26.90,64.47,2.57,96.22,8.63,34.38,0.17
1370.50,28.19,68.23,2.56,94.96,8.65,33.49,0.18
1371.00,28.91,76.38,2.55,94.82,8.65,33.40,0.21
1371.50,27.23,79.64,2.53,95.46,8.65,33.84,0.22
1372.00,25.60,76.23,2.51,96.39,8.65,34.50,0.21
1372.50,26.38,77.25,2.51,97.35,8.65,35.18,0.21
1373.00,27.59,77.57,2.52,98.03,8.63,35.67,0.21
1373.50,26.96,77.19,2.53,97.88,8.63,35.56,0.21
1374.00,25.65,77.58,2.55,96.70,8.63,34.72,0.21
1374.50,24.00,72.58,2.55,95.02,8.63,33.53,0.20
1375.00,21.84,67.03,2.54,93.49,8.64,32.46,0.18
1375.50,20.70,64.16,2.51,92.49,8.66,31.74,0.17
1376.00,21.70,72.64,2.51,91.97,8.69,31.38,0.20
1376.50,23.87,82.55,2.55,91.66,8.71,31.16,0.23
1377.00,25.20,83.09,2.61,91.05,8.71,30.73,0.23
1377.50,24.68,83.82,2.65,89.53,8.70,29.66,0.23
1378.00,22.67,69.35,2.65,87.06,8.63,27.91,0.19
1378.50,20.58,56.82,2.59,84.74,8.55,26.26,0.15
1379.00,19.78,56.91,2.51,84.29,8.55,25.95,0.15
1379.50,20.58,68.01,2.46,86.56,8.60,27.56,0.18
1380.00,22.11,81.32,2.48,90.48,8.64,30.33,0.22
1380.50,22.98,83.25,2.52,94.04,8.66,32.85,0.23
1381.00,22.89,81.39,2.54,96.31,8.67,34.45,0.22
1381.50,22.59,82.54,2.54,97.77,8.67,35.48,0.23
1382.00,22.80,90.70,2.54,99.04,8.68,36.38,0.25
1382.50,22.70,95.16,2.53,100.23,8.68,37.22,0.26
1383.00,21.16,80.99,2.52,101.51,8.68,38.13,0.22
1383.50,19.95,72.22,2.51,103.24,8.69,39.35,0.20
1384.00,21.24,77.85,2.53,104.98,8.69,40.58,0.21
1384.50,23.62,85.58,2.58,105.13,8.68,40.69,0.24
1385.00,23.90,83.29,2.63,102.71,8.68,38.98,0.23
1385.50,21.71,73.89,2.66,98.60,8.68,36.06,0.20
1386.00,19.63,65.27,2.64,94.46,8.68,33.14,0.18
1386.50,19.30,66.14,2.58,91.64,8.70,31.14,0.18
1387.00,20.24,81.75,2.53,90.52,8.71,30.36,0.22
1387.50,21.31,87.00,2.51,90.43,8.69,30.29,0.24
1388.00,22.56,80.30,2.56,90.08,8.62,30.04,0.22
1388.50,23.30,73.38,2.64,88.38,8.52,28.84,0.20
1389.00,22.04,61.01,2.68,85.47,8.45,26.78,0.16
1389.50,19.71,50.35,2.66,83.22,8.40,25.19,0.13
1390.00,18.86,55.26,2.61,83.96,8.42,25.72,0.15
1390.50,19.69,70.24,2.58,87.92,8.46,28.52,0.19
1391.00,19.90,82.56,2.58,92.54,8.48,31.78,0.23
1391.50,19.59,83.62,2.56,95.08,8.47,33.58,0.23
1392.00,20.00,81.46,2.53,95.57,8.44,33.92,0.22
1392.50,21.33,77.90,2.51,96.11,8.43,34.31,0.21
1393.00,22.47,78.36,2.55,97.68,8.43,35.42,0.21
1393.50,21.35,69.60,2.62,98.27,8.42,35.84,0.19
1394.00,18.40,52.75,2.68,94.88,8.34,33.44,0.14
1394.50,15.95,37.41,2.67,87.64,8.21,28.32,0.09
1395.00,15.58,32.28,2.64,80.49,8.17,23.26,0.08
1395.50,16.62,33.27,2.62,76.92,8.17,20.74,0.08
1396.00,17.16,39.12,2.65,76.85,8.19,20.69,0.10
1396.50,17.36,45.54,2.68,77.82,8.22,21.38,0.12
1397.00,17.93,42.38,2.68,78.03,8.29,21.52,0.11
1397.50,19.01,36.84,2.63,77.78,8.35,21.34,0.09
1398.00,21.56,42.50,2.56,78.54,8.38,21.88,0.11
1398.50,26.01,54.09,2.51,81.02,8.43,23.64,0.14
1399.00,28.18,65.82,2.53,84.28,8.47,25.94,0.18
1399.50,25.40,68.23,2.58,86.44,8.48,27.47,0.18
1400.00,21.30,60.13,2.61,86.54,8.48,27.54,0.16
1400.50,19.15,50.89,2.61,85.38,8.51,26.72,0.13
1401.00,19.46,46.84,2.59,84.63,8.57,26.19,0.12
1401.50,21.48,45.11,2.58,85.20,8.62,26.59,0.12
1402.00,23.59,43.20,2.57,87.03,8.69,27.88,0.11
1402.50,24.79,47.24,2.57,89.95,8.77,29.95,0.12
1403.00,25.57,53.59,2.57,94.11,8.83,32.90,0.14
1403.50,25.76,55.25,2.56,98.61,8.81,36.08,0.15
1404.00,24.45,53.14,2.55,100.84,8.66,37.65,0.14
1404.50,22.65,57.09,2.56,99.17,8.59,36.47,0.15
1405.00,22.25,65.45,2.60,95.27,8.58,33.71,0.18
1405.50,23.47,69.06,2.65,92.07,8.57,31.45,0.19
1406.00,24.84,63.43,2.66,91.34,8.54,30.93,0.17
1406.50,25.24,59.81,2.63,93.33,8.55,32.34,0.16
1407.00,25.32,62.57,2.60,96.62,8.59,34.67,0.17
1407.50,25.89,63.90,2.60,98.76,8.62,36.18,0.17
1408.00,26.23,68.22,2.62,98.33,8.65,35.88,0.18
1408.50,25.54,73.18,2.65,95.80,8.67,34.09,0.20
1409.00,23.71,75.87,2.67,92.80,8.69,31.96,0.21
1409.50,22.39,72.02,2.67,90.91,8.71,30.63,0.20
1410.00,23.19,68.56,2.66,90.93,8.74,30.64,0.19
1410.50,25.06,67.78,2.64,92.81,8.76,31.97,0.18
1411.00,25.42,67.24,2.63,95.28,8.79,33.72,0.18
1411.50,23.79,68.27,2.64,96.00,8.84,34.23,0.18
1412.00,22.04,66.87,2.63,93.93,8.93,32.76,0.18
1412.50,21.52,61.06,2.60,90.63,9.08,30.43,0.16
1413.00,22.08,56.69,2.56,88.25,9.24,28.75,0.15
1413.50,22.58,57.47,2.53,87.59,9.35,28.28,0.15
1414.00,21.46,56.62,2.52,88.07,9.37,28.62,0.15
1414.50,19.03,55.24,2.49,88.80,9.37,29.14,0.15
1415.00,18.01,59.00,2.47,89.27,9.42,29.47,0.16
1415.50,18.98,64.92,2.47,89.33,9.54,29.51,0.17
1416.00,19.88,68.31,2.50,88.89,9.58,29.20,0.18
1416.50,19.78,67.12,2.54,87.67,9.54,28.34,0.18
1417.00,19.42,60.51,2.54,85.62,9.46,26.89,0.16
1417.50,19.14,59.73,2.53,83.40,9.49,25.32,0.16
1418.00,18.80,67.18,2.51,82.12,9.64,24.41,0.18
1418.50,19.36,67.92,2.48,82.41,9.73,24.61,0.18
1419.00,21.20,70.54,2.45,83.94,9.75,25.70,0.19
1419.50,22.06,76.90,2.44,85.84,9.74,27.04,0.21
1420.00,22.23,76.81,2.44,87.59,9.76,28.28,0.21
1420.50,24.57,70.42,2.44,89.37,9.81,29.54,0.19
1421.00,28.05,64.67,2.43,91.44,9.83,31.00,0.17
1421.50,30.41,67.99,2.41,93.43,9.85,32.41,0.18
1422.00,30.72,72.14,2.40,94.59,9.85,33.24,0.20
1422.50,28.46,71.87,2.40,94.71,9.88,33.32,0.19
1423.00,24.19,65.47,2.41,94.36,9.97,33.07,0.18
1423.50,19.52,62.03,2.41,94.15,10.06,32.92,0.17
1424.00,16.69,64.24,2.41,94.16,10.19,32.93,0.17
1424.50,16.85,66.95,2.43,94.53,10.07,33.19,0.18
1425.00,18.67,68.29,2.45,95.74,9.92,34.05,0.18
1425.50,20.14,68.99,2.46,98.29,9.79,35.85,0.19
1426.00,20.56,65.03,2.44,102.15,9.68,38.58,0.17
1426.50,20.84,60.24,2.41,106.60,9.70,41.72,0.16
1427.00,23.11,62.07,2.41,110.13,10.23,44.22,0.17
1427.50,26.95,69.24,2.46,110.42,10.45,44.43,0.19
1428.00,29.00,65.77,2.52,106.12,9.56,41.38,0.18
1428.50,27.63,66.29,2.53,99.08,9.14,36.41,0.18
1429.00,24.82,70.19,2.52,92.70,9.11,31.90,0.19
1429.50,23.25,70.52,2.52,88.87,9.11,29.18,0.19
1430.00,23.17,67.61,2.58,87.28,9.10,28.07,0.18
1430.50,23.14,63.91,2.64,86.43,9.09,27.46,0.17
1431.00,22.11,61.34,2.68,84.82,9.09,26.32,0.16
