DEPT,CNPOR,GR,RHOB,DT,MELCAL,SPOR,Vsh
2263.00,25.13,30.48,2.44,72.30,7.64,17.47,0.07
2263.50,25.73,28.97,2.47,71.96,7.63,17.23,0.07
2264.00,24.53,30.12,2.50,71.25,7.64,16.72,0.07
2264.50,22.70,32.66,2.50,70.71,7.65,16.34,0.08
2265.00,21.96,34.13,2.48,70.54,7.64,16.22,0.08
2265.50,22.24,35.74,2.46,70.65,7.64,16.30,0.09
2266.00,22.37,37.59,2.46,70.87,7.64,16.46,0.09
2266.50,21.59,39.51,2.47,71.17,7.64,16.67,0.10
2267.00,21.13,40.64,2.47,71.60,7.65,16.98,0.10
2267.50,22.25,46.60,2.48,72.17,7.67,17.37,0.12
2268.00,23.93,48.93,2.48,72.73,7.81,17.77,0.13
2268.50,24.20,51.23,2.48,73.14,7.87,18.06,0.13
2269.00,23.11,61.51,2.49,73.32,7.84,18.19,0.16
2269.50,22.60,74.35,2.49,73.26,7.80,18.15,0.20
2270.00,23.24,81.36,2.49,73.03,7.80,17.99,0.22
2270.50,23.76,76.41,2.49,72.74,7.80,17.78,0.21
2271.00,23.26,67.30,2.48,72.52,7.85,17.62,0.18
2271.50,22.10,58.33,2.47,72.53,7.86,17.63,0.15
2272.00,20.93,51.72,2.48,72.93,7.83,17.91,0.14
2272.50,20.12,50.96,2.49,73.77,7.83,18.51,0.13
2273.00,20.33,56.20,2.50,74.87,7.86,19.28,0.15
2273.50,21.47,60.59,2.48,75.84,7.85,19.97,0.16
2274.00,22.21,62.70,2.45,76.39,7.81,20.36,0.17
2274.50,22.11,64.52,2.41,76.48,7.74,20.42,0.17
2275.00,22.36,58.33,2.39,76.28,7.57,20.28,0.15
2275.50,22.47,52.63,2.39,76.04,7.52,20.11,0.14
2276.00,21.36,53.14,2.40,75.89,7.52,20.01,0.14
2276.50,20.37,58.27,2.40,75.80,7.49,19.94,0.15
2277.00,20.14,68.58,2.40,75.70,7.53,19.87,0.19
2277.50,19.32,73.68,2.40,75.60,7.64,19.80,0.20
2278.00,18.22,68.24,2.40,75.48,7.68,19.72,0.18
2278.50,18.52,66.93,2.42,75.31,7.70,19.60,0.18
2279.00,19.68,62.63,2.45,74.97,7.70,19.35,0.17
2279.50,20.03,54.01,2.49,74.34,7.70,18.91,0.14
2280.00,19.09,53.87,2.53,73.42,7.71,18.26,0.14
2280.50,17.73,58.58,2.55,72.41,7.75,17.55,0.16
2281.00,16.83,58.94,2.56,71.66,7.96,17.02,0.16
2281.50,16.89,55.57,2.56,71.64,8.40,17.00,0.15
2282.00,17.98,63.71,2.56,72.65,8.56,17.71,0.17
2282.50,18.95,78.73,2.56,74.63,8.47,19.12,0.21
2283.00,19.20,79.00,2.56,77.24,8.40,20.96,0.22
2283.50,19.96,75.66,2.55,80.06,8.47,22.96,0.21
2284.00,21.68,80.86,2.52,82.90,8.51,24.97,0.22
2284.50,23.25,81.63,2.49,85.70,8.40,26.94,0.22
2285.00,23.32,78.29,2.47,88.01,8.69,28.58,0.21
2285.50,21.55,70.80,2.49,88.95,8.93,29.24,0.19
2286.00,19.35,61.91,2.53,87.61,9.04,28.29,0.17
2286.50,17.30,51.68,2.59,83.71,8.72,25.54,0.14
2287.00,15.70,37.42,2.64,78.08,8.64,21.55,0.09
2287.50,15.07,28.32,2.67,72.21,8.72,17.40,0.07
2288.00,15.05,26.14,2.67,67.41,8.68,14.01,0.06
2288.50,15.30,29.41,2.66,64.38,8.26,11.87,0.07
2289.00,15.86,32.92,2.65,63.33,7.89,11.12,0.08
2289.50,16.68,36.05,2.63,64.07,7.86,11.65,0.09
2290.00,17.31,43.17,2.60,66.29,7.93,13.22,0.11
2290.50,17.32,55.41,2.57,69.59,8.00,15.55,0.15
2291.00,16.98,65.76,2.56,73.55,8.05,18.35,0.18
2291.50,16.95,70.13,2.56,77.77,8.07,21.33,0.19
2292.00,17.82,74.01,2.53,81.96,8.17,24.30,0.20
2292.50,19.66,79.40,2.49,85.84,8.56,27.05,0.22
2293.00,21.90,71.83,2.44,88.97,9.35,29.26,0.19
2293.50,23.42,62.97,2.42,90.66,9.99,30.45,0.17
2294.00,23.43,57.89,2.45,90.21,9.50,30.14,0.15
2294.50,22.56,51.81,2.51,87.50,8.28,28.22,0.14
2295.00,20.79,49.93,2.56,83.19,7.89,25.17,0.13
2295.50,18.32,49.94,2.59,78.67,7.86,21.98,0.13
2296.00,16.63,48.52,2.61,75.53,7.87,19.75,0.13
2296.50,16.75,51.64,2.61,74.76,7.88,19.21,0.14
2297.00,18.47,56.88,2.62,76.46,7.93,20.41,0.15
2297.50,20.45,66.85,2.62,79.95,8.04,22.88,0.18
2298.00,21.41,76.77,2.61,84.16,8.17,25.85,0.21
2298.50,21.09,80.85,2.58,88.03,8.38,28.59,0.22
2299.00,19.78,80.27,2.54,90.88,8.94,30.61,0.22
2299.50,18.83,82.58,2.53,92.48,9.46,31.74,0.23
2300.00,19.84,84.05,2.54,93.07,9.34,32.16,0.23
2300.50,22.66,82.10,2.56,93.14,9.15,32.21,0.22
2301.00,24.55,80.95,2.56,93.09,9.20,32.17,0.22
2301.50,23.26,80.66,2.49,93.08,9.26,32.16,0.22
2302.00,20.58,79.39,2.39,93.21,9.42,32.25,0.22
2302.50,18.90,78.97,2.34,93.35,9.77,32.36,0.22
2303.00,19.08,79.29,2.37,93.05,10.09,32.14,0.22
2303.50,20.86,78.58,2.41,92.16,9.45,31.51,0.21
2304.00,23.01,79.37,2.40,91.39,8.62,30.97,0.22
2304.50,24.41,85.28,2.33,91.66,8.58,31.16,0.23
2305.00,25.15,85.93,2.27,93.03,8.81,32.13,0.24
2305.50,25.29,78.77,2.29,94.24,8.74,32.99,0.22
2306.00,23.67,60.75,2.40,92.88,8.10,32.02,0.16
2306.50,20.32,38.77,2.52,86.83,7.72,27.74,0.10
2307.00,17.41,25.39,2.58,77.17,7.70,20.92,0.06
2307.50,16.12,21.76,2.58,68.54,7.70,14.81,0.05
2308.00,15.99,23.08,2.55,64.70,7.70,12.09,0.05
2308.50,16.46,26.53,2.52,65.33,7.71,12.54,0.06
2309.00,16.88,25.73,2.50,67.83,7.74,14.31,0.06
2309.50,16.63,25.36,2.50,70.13,7.76,15.93,0.06
2310.00,16.35,28.62,2.52,71.46,7.78,16.88,0.07
2310.50,16.38,33.67,2.55,71.89,7.76,17.18,0.08
2311.00,16.31,36.14,2.58,71.85,7.75,17.15,0.09
2311.50,16.23,39.80,2.60,71.68,7.76,17.03,0.10
2312.00,16.67,42.91,2.62,71.49,7.76,16.90,0.11
2312.50,18.12,43.20,2.62,71.24,7.75,16.72,0.11
2313.00,19.71,44.18,2.61,70.97,7.76,16.52,0.11
2313.50,19.86,40.96,2.60,70.72,7.75,16.35,0.10
2314.00,18.59,39.51,2.61,70.52,7.73,16.21,0.10
2314.50,17.50,41.34,2.62,70.32,7.73,16.07,0.10
2315.00,17.27,43.24,2.63,70.06,7.73,15.88,0.11
2315.50,17.13,43.93,2.64,69.65,7.74,15.59,0.11
2316.00,16.72,41.93,2.64,69.05,7.73,15.17,0.11
2316.50,16.31,38.53,2.64,68.38,7.73,14.70,0.10
2317.00,15.70,36.77,2.64,67.81,7.73,14.29,0.09
2317.50,14.62,36.22,2.64,67.31,7.71,13.94,0.09
2318.00,13.56,36.79,2.65,66.70,7.70,13.51,0.09
2318.50,12.98,35.88,2.64,65.75,7.69,12.84,0.09
2319.00,12.63,33.02,2.63,64.51,7.67,11.96,0.08
2319.50,12.45,35.07,2.62,63.37,7.67,11.15,0.09
2320.00,12.71,43.21,2.60,62.68,7.67,10.66,0.11
2320.50,13.01,44.14,2.59,62.40,7.67,10.47,0.11
2321.00,12.40,35.90,2.58,62.11,7.67,10.26,0.09
2321.50,10.98,26.75,2.59,61.39,7.67,9.75,0.06
2322.00,9.76,23.04,2.60,60.24,7.67,8.94,0.05
2322.50,9.33,27.20,2.61,59.06,7.68,8.10,0.06
2323.00,9.70,30.57,2.60,58.35,7.72,7.61,0.07
2323.50,10.51,37.08,2.60,58.58,7.74,7.77,0.09
2324.00,11.28,55.49,2.59,60.06,7.78,8.81,0.15
2324.50,12.45,104.33,2.59,62.58,7.81,10.59,0.29
2325.00,14.58,174.11,2.59,65.18,7.81,12.43,0.50
2325.50,16.05,191.44,2.61,66.54,7.81,13.39,0.55
2326.00,15.35,130.58,2.64,65.92,7.81,12.95,0.37
2326.50,13.52,71.21,2.66,63.93,7.82,11.55,0.19
2327.00,12.11,52.04,2.64,62.60,7.82,10.61,0.14
2327.50,12.03,56.97,2.58,64.19,7.85,11.74,0.15
2328.00,13.99,72.75,2.51,69.40,7.94,15.42,0.20
2328.50,17.95,85.04,2.47,76.73,8.12,20.60,0.23
2329.00,21.75,98.48,2.47,83.77,8.02,25.58,0.27
2329.50,23.37,107.22,2.49,88.40,7.98,28.85,0.30
2330.00,23.10,107.19,2.51,89.31,7.98,29.50,0.30
2330.50,21.30,86.40,2.55,86.39,7.91,27.43,0.24
2331.00,18.54,51.77,2.62,80.52,7.81,23.28,0.14
2331.50,15.34,27.18,2.68,73.32,7.78,18.19,0.06
2332.00,12.20,19.00,2.71,66.89,7.78,13.64,0.04
2332.50,10.04,23.67,2.71,63.06,7.79,10.93,0.05
2333.00,9.96,35.07,2.69,62.29,7.78,10.39,0.09
2333.50,11.54,44.72,2.67,63.47,7.78,11.22,0.11
2334.00,12.45,43.50,2.65,64.87,7.79,12.21,0.11
2334.50,11.84,38.70,2.63,65.28,7.78,12.50,0.10
2335.00,10.53,37.26,2.63,64.43,7.78,11.90,0.09
2335.50,9.33,35.15,2.65,62.84,7.78,10.78,0.09
2336.00,8.38,36.33,2.66,61.27,7.78,9.66,0.09
2336.50,7.97,42.49,2.66,60.33,7.79,9.00,0.11
2337.00,8.77,52.02,2.65,60.34,7.78,9.01,0.14
2337.50,10.71,70.68,2.64,61.32,7.79,9.70,0.19
2338.00,12.52,92.12,2.63,62.96,7.78,10.86,0.25
2338.50,13.35,114.60,2.64,64.76,7.78,12.13,0.32
2339.00,13.54,111.52,2.66,66.22,7.78,13.17,0.31
2339.50,13.82,89.40,2.69,67.18,7.78,13.85,0.25
2340.00,14.40,68.70,2.70,67.94,7.78,14.38,0.19
2340.50,15.38,63.91,2.69,68.89,7.78,15.06,0.17
2341.00,16.62,73.04,2.68,70.20,7.78,15.98,0.20
2341.50,17.23,73.10,2.66,71.73,7.78,17.07,0.20
2342.00,16.82,67.18,2.64,73.25,7.79,18.14,0.18
2342.50,16.50,61.77,2.61,74.46,7.79,19.00,0.17
2343.00,16.93,59.41,2.58,75.07,7.79,19.43,0.16
2343.50,17.51,60.10,2.56,74.69,7.78,19.16,0.16
2344.00,17.63,60.44,2.58,73.08,7.78,18.02,0.16
2344.50,16.69,51.04,2.60,70.53,7.78,16.22,0.13
2345.00,15.16,44.03,2.60,68.30,7.79,14.64,0.11
2345.50,14.05,46.35,2.52,68.67,7.79,14.90,0.12
2346.00,14.15,58.70,2.42,73.83,7.88,18.55,0.16
2346.50,17.34,78.74,2.34,82.88,8.61,24.95,0.22
2347.00,23.92,87.53,2.35,91.12,9.47,30.78,0.24
2347.50,25.97,74.49,2.44,93.38,8.95,32.38,0.20
2348.00,21.81,53.82,2.55,88.06,7.93,28.61,0.14
2348.50,16.45,36.32,2.61,78.37,7.81,21.76,0.09
2349.00,13.31,36.67,2.62,70.26,7.83,16.02,0.09
2349.50,13.64,50.27,2.61,67.93,7.91,14.38,0.13
2350.00,16.48,64.57,2.60,71.13,7.99,16.64,0.17
2350.50,19.37,77.77,2.60,76.82,8.03,20.67,0.21
2351.00,20.80,90.98,2.58,82.34,8.07,24.57,0.25
2351.50,20.77,94.34,2.55,86.53,8.15,27.53,0.26
2352.00,20.09,87.50,2.52,89.14,8.37,29.38,0.24
2352.50,19.55,78.18,2.52,90.36,8.56,30.24,0.21
2353.00,19.75,79.76,2.53,90.64,8.59,30.44,0.22
2353.50,20.14,84.93,2.54,90.54,8.59,30.37,0.23
2354.00,19.69,87.46,2.54,90.40,8.57,30.27,0.24
2354.50,19.85,81.24,2.55,90.22,8.51,30.14,0.22
2355.00,21.40,74.83,2.56,89.90,8.48,29.91,0.20
2355.50,22.73,76.00,2.56,89.48,8.47,29.62,0.21
2356.00,23.25,74.41,2.57,89.15,8.45,29.39,0.20
2356.50,23.90,72.60,2.56,89.02,8.45,29.29,0.20
2357.00,24.31,68.56,2.55,89.04,8.45,29.31,0.19
2357.50,23.78,70.72,2.55,89.14,8.46,29.38,0.19
2358.00,22.87,80.48,2.57,89.28,8.41,29.48,0.22
2358.50,22.03,83.13,2.59,89.49,8.37,29.62,0.23
2359.00,21.01,83.29,2.59,89.75,8.44,29.81,0.23
2359.50,20.04,86.09,2.58,89.99,8.45,29.98,0.24
2360.00,20.06,81.79,2.56,90.10,8.45,30.05,0.22
2360.50,21.24,80.86,2.54,89.93,8.46,29.94,0.22
2361.00,23.23,80.92,2.50,89.38,8.41,29.55,0.22
2361.50,25.01,81.18,2.47,88.27,8.39,28.77,0.22
2362.00,24.92,79.02,2.48,86.41,8.20,27.45,0.22
2362.50,23.22,74.75,2.51,83.90,7.99,25.68,0.20
2363.00,21.71,69.66,2.52,81.51,7.83,23.98,0.19
2363.50,21.03,74.51,2.49,80.52,7.81,23.28,0.20
2364.00,20.28,81.29,2.44,81.85,8.06,24.22,0.22
2364.50,18.84,90.24,2.40,85.08,8.70,26.50,0.25
2365.00,18.32,94.12,2.39,88.80,8.84,29.14,0.26
2365.50,20.02,94.35,2.40,91.29,8.88,30.90,0.26
2366.00,22.62,88.26,2.43,90.91,8.87,30.63,0.24
2366.50,22.38,70.24,2.50,87.16,8.36,27.97,0.19
2367.00,19.21,49.07,2.56,81.20,7.74,23.77,0.13
2367.50,16.37,36.80,2.59,75.03,7.67,19.40,0.09
2368.00,15.09,34.25,2.61,70.53,7.67,16.22,0.08
2368.50,14.68,35.81,2.63,68.60,7.67,14.85,0.09
2369.00,14.10,40.85,2.65,68.46,7.67,14.75,0.10
2369.50,13.23,45.30,2.67,68.54,7.67,14.81,0.12
2370.00,12.54,40.94,2.69,67.88,7.67,14.34,0.10
2370.50,11.92,33.27,2.69,66.53,7.67,13.38,0.08
2371.00,11.05,30.96,2.69,65.00,7.66,12.30,0.07
2371.50,10.12,31.75,2.66,63.64,7.63,11.35,0.08
2372.00,9.71,29.18,2.62,62.61,7.61,10.62,0.07
2372.50,10.22,26.27,2.57,62.04,7.61,10.22,0.06
2373.00,11.48,22.48,2.53,62.04,7.60,10.21,0.05
2373.50,12.59,21.11,2.50,62.69,7.59,10.67,0.05
2374.00,13.48,23.80,2.48,64.04,7.60,11.63,0.05
2374.50,15.12,26.01,2.45,66.02,7.60,13.02,0.06
2375.00,17.08,27.52,2.43,68.34,7.59,14.66,0.06
2375.50,17.51,28.73,2.43,70.53,7.60,16.22,0.07
2376.00,16.26,32.91,2.43,72.08,7.59,17.31,0.08
2376.50,14.94,40.84,2.44,72.62,7.59,17.70,0.10
2377.00,14.63,45.63,2.46,72.14,7.59,17.35,0.12
2377.50,15.04,52.06,2.47,70.81,7.59,16.41,0.14
2378.00,15.13,56.91,2.50,68.92,7.59,15.08,0.15
2378.50,14.34,57.53,2.54,66.77,7.59,13.56,0.15
2379.00,12.99,61.64,2.57,64.65,7.61,12.06,0.16
2379.50,11.69,64.71,2.58,62.90,7.62,10.82,0.17
2380.00,11.14,53.84,2.57,61.85,7.61,10.08,0.14
2380.50,11.59,40.46,2.56,61.65,7.61,9.94,0.10
2381.00,12.75,37.75,2.54,62.17,7.61,10.30,0.09
2381.50,14.29,38.35,2.51,63.13,7.59,10.99,0.10
2382.00,15.76,30.51,2.49,64.29,7.58,11.80,0.07
2382.50,16.46,21.30,2.47,65.42,7.58,12.61,0.05
2383.00,16.25,17.09,2.47,66.42,7.58,13.31,0.03
2383.50,15.99,14.23,2.47,67.21,7.60,13.87,0.03
2384.00,16.42,14.54,2.45,67.85,7.64,14.32,0.03
2384.50,17.30,16.53,2.43,68.37,7.64,14.69,0.03
2385.00,17.95,19.10,2.43,68.69,7.64,14.92,0.04
2385.50,17.73,19.59,2.46,68.63,7.64,14.87,0.04
2386.00,16.82,20.77,2.50,68.07,7.65,14.47,0.04
2386.50,15.62,25.44,2.54,67.09,7.66,13.78,0.06
2387.00,14.20,28.79,2.56,65.99,7.69,13.00,0.07
2387.50,13.04,30.00,2.58,65.08,7.72,12.36,0.07
2388.00,12.75,32.00,2.60,64.47,7.73,11.93,0.08
2388.50,13.05,31.30,2.61,64.07,7.73,11.64,0.08
2389.00,13.13,31.15,2.61,63.72,7.73,11.40,0.07
2389.50,12.87,38.57,2.62,63.39,7.73,11.17,0.10
2390.00,12.90,42.32,2.63,63.21,7.73,11.04,0.11
2390.50,13.62,41.10,2.64,63.52,7.74,11.26,0.10
2391.00,14.41,46.75,2.64,64.89,7.74,12.23,0.12
2391.50,14.75,66.43,2.62,67.77,7.74,14.26,0.18
2392.00,15.57,105.67,2.60,71.77,7.75,17.09,0.29
2392.50,17.56,135.57,2.60,75.43,7.72,19.68,0.38
2393.00,19.17,123.35,2.61,77.15,7.65,20.90,0.35
2393.50,19.52,75.36,2.59,76.40,7.61,20.36,0.21
2394.00,19.68,52.65,2.56,73.92,7.57,18.61,0.14
2394.50,19.71,48.78,2.52,71.30,7.56,16.76,0.13
2395.00,18.88,41.16,2.50,69.83,7.57,15.72,0.10
2395.50,17.69,33.53,2.47,69.64,7.53,15.59,0.08
2396.00,16.77,29.99,2.46,70.08,7.52,15.90,0.07
2396.50,15.85,29.88,2.47,70.49,7.53,16.19,0.07
2397.00,15.30,36.31,2.49,70.48,7.53,16.18,0.09
2397.50,15.81,42.73,2.51,69.97,7.53,15.82,0.11
2398.00,17.06,40.16,2.51,69.30,7.53,15.35,0.10
2398.50,18.44,35.94,2.48,68.90,7.52,15.06,0.09
2399.00,19.56,32.31,2.47,68.91,7.50,15.07,0.08
2399.50,19.45,33.00,2.47,69.05,7.52,15.17,0.08
2400.00,17.84,35.91,2.50,68.90,7.58,15.06,0.09
2400.50,16.05,35.55,2.53,68.21,7.60,14.58,0.09
2401.00,15.05,35.89,2.55,67.06,7.60,13.77,0.09
2401.50,14.71,37.60,2.57,65.75,7.61,12.84,0.09
2402.00,14.47,39.85,2.57,64.56,7.60,11.99,0.10
2402.50,14.07,38.41,2.58,63.66,7.59,11.36,0.10
2403.00,13.64,35.31,2.59,63.13,7.59,10.98,0.09
2403.50,13.45,36.58,2.58,62.95,7.61,10.86,0.09
2404.00,13.61,36.93,2.58,62.98,7.66,10.88,0.09
2404.50,14.23,34.05,2.57,63.02,7.67,10.91,0.08
2405.00,15.46,34.99,2.56,63.09,7.67,10.96,0.09
2405.50,16.45,38.00,2.53,63.88,7.72,11.51,0.10
2406.00,16.48,50.30,2.46,66.85,7.79,13.61,0.13
2406.50,16.79,72.69,2.39,72.93,7.91,17.91,0.20
2407.00,19.95,89.05,2.34,80.90,8.31,23.55,0.25
2407.50,26.04,93.13,2.36,87.93,8.42,28.52,0.26
2408.00,29.91,89.38,2.39,91.61,8.28,31.12,0.25
2408.50,29.52,76.94,2.42,91.45,8.05,31.01,0.21
2409.00,28.32,57.52,2.43,89.02,7.90,29.29,0.15
2409.50,27.84,41.84,2.46,86.53,7.84,27.53,0.11
2410.00,27.11,44.81,2.51,85.13,7.82,26.54,0.12
2410.50,26.16,62.62,2.54,84.76,7.83,26.28,0.17
2411.00,25.61,77.97,2.54,84.96,7.84,26.42,0.21
2411.50,24.90,90.63,2.52,85.15,7.84,26.55,0.25
2412.00,24.16,87.50,2.51,84.77,7.83,26.29,0.24
2412.50,24.19,71.13,2.51,83.60,7.78,25.46,0.19
2413.00,24.65,54.98,2.53,81.81,7.73,24.19,0.15
2413.50,24.77,46.60,2.54,79.67,7.73,22.68,0.12
2414.00,23.90,38.22,2.53,77.57,7.65,21.20,0.10
2414.50,22.35,29.67,2.51,75.95,7.59,20.05,0.07
2415.00,21.49,27.88,2.49,75.03,7.59,19.40,0.07
2415.50,21.88,30.39,2.48,74.75,7.58,19.20,0.07
2416.00,22.53,32.21,2.50,74.83,7.58,19.26,0.08
2416.50,22.61,39.52,2.52,74.86,7.58,19.28,0.10
2417.00,22.48,46.41,2.53,74.51,7.59,19.03,0.12
2417.50,23.04,44.62,2.52,73.73,7.59,18.48,0.11
2418.00,24.62,37.60,2.49,72.61,7.59,17.69,0.09
2418.50,25.93,33.56,2.46,71.26,7.59,16.73,0.08
2419.00,25.84,30.47,2.46,69.87,7.59,15.75,0.07
2419.50,24.40,32.24,2.47,68.73,7.59,14.94,0.08
2420.00,22.71,40.37,2.48,68.09,7.59,14.49,0.10
2420.50,22.10,49.36,2.48,68.12,7.58,14.51,0.13
2421.00,22.35,53.78,2.46,68.80,7.59,14.99,0.14
2421.50,21.97,52.28,2.45,69.91,7.59,15.78,0.14
2422.00,20.41,42.73,2.43,71.09,7.59,16.61,0.11
2422.50,19.21,36.91,2.43,72.01,7.59,17.26,0.09
2423.00,19.46,35.37,2.43,72.52,7.59,17.62,0.09
2423.50,20.47,33.01,2.44,72.79,7.59,17.81,0.08
2424.00,21.47,34.80,2.45,73.16,7.59,18.08,0.09
2424.50,22.26,38.59,2.47,73.96,7.61,18.64,0.10
2425.00,22.80,42.83,2.48,75.15,7.70,19.48,0.11
2425.50,22.81,47.42,2.50,76.33,7.75,20.32,0.12
2426.00,22.31,52.46,2.52,76.97,7.76,20.77,0.14
2426.50,21.73,51.14,2.55,76.79,7.75,20.65,0.13
2427.00,20.63,52.24,2.59,76.09,7.74,20.15,0.14
2427.50,18.96,56.09,2.62,75.25,7.73,19.56,0.15
2428.00,18.24,58.64,2.65,74.31,7.74,18.89,0.16
2428.50,19.21,57.42,2.66,73.22,7.79,18.12,0.15
2429.00,20.50,58.23,2.64,72.45,7.82,17.57,0.15
2429.50,20.05,65.72,2.61,72.42,7.82,17.55,0.18
2430.00,18.63,68.32,2.60,72.81,7.82,17.83,0.18
2430.50,17.66,66.65,2.62,73.15,7.82,18.07,0.18
2431.00,16.78,63.81,2.63,73.62,7.82,18.40,0.17
2431.50,16.04,67.30,2.63,74.67,7.85,19.14,0.18
2432.00,16.28,79.35,2.61,76.20,7.87,20.23,0.22
2432.50,17.24,77.20,2.61,77.40,7.84,21.08,0.21
2433.00,17.28,69.03,2.61,77.16,7.79,20.91,0.19
2433.50,15.97,58.79,2.61,74.92,7.78,19.32,0.16
2434.00,14.26,46.72,2.62,71.39,7.78,16.82,0.12
2434.50,13.00,40.11,2.62,68.08,7.79,14.48,0.10
2435.00,12.54,36.54,2.62,66.07,7.79,13.06,0.09
2435.50,12.92,41.31,2.62,65.37,7.79,12.57,0.10
2436.00,13.74,45.93,2.60,65.35,7.78,12.55,0.12
2436.50,14.03,44.50,2.59,65.40,7.78,12.59,0.11
2437.00,13.44,51.89,2.58,65.36,7.78,12.56,0.14
2437.50,13.03,68.66,2.58,65.29,7.78,12.51,0.19
2438.00,13.24,81.35,2.58,65.31,7.79,12.53,0.22
2438.50,13.43,73.25,2.60,65.48,7.79,12.65,0.20
2439.00,13.43,65.50,2.61,65.67,7.81,12.78,0.18
2439.50,13.37,64.96,2.62,65.92,7.81,12.96,0.17
2440.00,13.02,63.17,2.62,66.64,7.83,13.46,0.17
2440.50,13.06,62.19,2.61,68.18,7.84,14.55,0.17
2441.00,14.72,64.37,2.59,70.44,7.84,16.15,0.17
2441.50,17.43,57.32,2.58,73.01,7.84,17.97,0.15
2442.00,19.23,53.17,2.58,75.45,7.84,19.69,0.14
2442.50,19.61,58.65,2.58,77.43,7.85,21.09,0.16
2443.00,19.23,60.24,2.59,78.86,7.85,22.10,0.16
2443.50,18.14,62.61,2.59,79.82,7.84,22.79,0.17
2444.00,16.90,69.92,2.60,80.39,7.84,23.19,0.19
2444.50,16.49,76.80,2.60,80.37,7.84,23.17,0.21
2445.00,16.42,70.22,2.61,79.18,7.84,22.33,0.19
2445.50,15.57,54.58,2.65,76.40,7.83,20.36,0.14
2446.00,14.14,39.86,2.68,72.41,7.82,17.54,0.10
2446.50,13.01,31.25,2.69,68.72,7.82,14.93,0.08
2447.00,12.69,36.29,2.65,67.43,7.84,14.03,0.09
2447.50,13.51,56.26,2.61,69.89,7.87,15.77,0.15
2448.00,15.99,79.10,2.57,75.50,7.96,19.73,0.22
2448.50,19.67,90.34,2.55,82.17,7.98,24.45,0.25
2449.00,23.40,89.49,2.54,87.82,7.98,28.45,0.25
2449.50,26.37,90.09,2.53,91.54,7.98,31.07,0.25
2450.00,27.40,91.26,2.53,93.65,7.98,32.57,0.25
2450.50,26.19,93.85,2.55,94.95,7.98,33.48,0.26
2451.00,24.29,96.24,2.57,95.88,7.98,34.15,0.27
2451.50,23.44,101.60,2.58,96.51,7.98,34.59,0.28
2452.00,24.12,101.53,2.58,96.81,7.98,34.80,0.28
2452.50,25.19,100.61,2.56,96.85,7.98,34.83,0.28
2453.00,25.55,97.49,2.54,96.78,7.99,34.78,0.27
2453.50,25.41,98.85,2.51,96.68,7.99,34.71,0.27
2454.00,25.12,100.76,2.49,96.28,8.01,34.42,0.28
2454.50,24.43,92.53,2.49,94.82,8.01,33.40,0.26
2455.00,23.09,78.38,2.53,91.66,7.97,31.16,0.21
2455.50,20.83,60.07,2.59,86.97,7.84,27.85,0.16
2456.00,18.48,50.13,2.65,81.92,7.83,24.27,0.13
2456.50,17.42,50.50,2.69,77.88,7.85,21.41,0.13
2457.00,17.73,49.38,2.71,75.75,7.86,19.91,0.13
2457.50,18.11,47.60,2.72,75.47,7.86,19.71,0.12
2458.00,17.75,48.39,2.71,76.50,7.87,20.44,0.13
2458.50,17.14,51.13,2.70,78.43,7.89,21.80,0.13
2459.00,17.03,53.74,2.67,80.81,7.90,23.49,0.14
2459.50,17.55,60.30,2.65,83.10,7.91,25.10,0.16
2460.00,18.38,70.04,2.63,84.97,7.91,26.43,0.19
2460.50,18.99,74.27,2.60,86.04,7.92,27.18,0.20
2461.00,19.09,67.52,2.58,86.03,7.95,27.18,0.18
2461.50,19.55,71.04,2.54,85.69,7.98,26.93,0.19
2462.00,21.06,74.22,2.48,86.19,8.00,27.29,0.20
2462.50,22.86,71.49,2.43,87.86,8.03,28.47,0.19
2463.00,24.24,72.68,2.41,90.26,8.13,30.17,0.20
2463.50,25.70,76.77,2.41,93.09,8.08,32.17,0.21
2464.00,27.54,79.61,2.43,96.05,8.50,34.26,0.22
2464.50,28.56,83.73,2.46,98.20,8.75,35.79,0.23
2465.00,27.40,83.55,2.53,97.98,8.61,35.63,0.23
2465.50,23.66,76.05,2.61,94.12,8.23,32.90,0.21
2466.00,19.08,59.30,2.67,87.15,7.84,27.97,0.16
2466.50,15.85,44.91,2.69,79.48,7.81,22.55,0.12
2467.00,15.08,46.38,2.67,73.66,7.82,18.43,0.12
2467.50,16.28,45.69,2.59,71.16,7.82,16.66,0.12
2468.00,17.05,46.93,2.48,72.50,7.84,17.61,0.12
2468.50,17.18,59.50,2.38,77.01,8.37,20.80,0.16
2469.00,20.28,72.68,2.35,82.62,9.40,24.77,0.20
2469.50,24.51,76.79,2.39,86.80,9.03,27.73,0.21
2470.00,24.44,70.99,2.46,87.76,8.09,28.40,0.19
2470.50,21.53,66.85,2.52,85.22,7.87,26.60,0.18
2471.00,18.52,63.52,2.56,80.85,7.84,23.51,0.17
2471.50,16.54,55.94,2.59,76.94,7.85,20.75,0.15
2472.00,15.88,50.86,2.59,74.57,7.87,19.07,0.13
2472.50,16.70,52.10,2.59,73.48,7.87,18.30,0.14
2473.00,17.91,56.93,2.59,73.11,7.87,18.04,0.15
2473.50,17.58,62.37,2.61,73.08,7.88,18.02,0.17
2474.00,16.27,61.29,2.62,73.26,7.92,18.15,0.16
